Timestamp,Flow Bytes/s,Flow Packets/s,Label
51:17.6,124.2853764,1.038018177,BENIGN
51:17.6,9958.347297,191.5066788,BENIGN
51:17.6,206.3883511,0.88259315,BENIGN
51:17.6,201.6464994,0.969121521,BENIGN
51:17.9,14161.63142,188.8217523,BENIGN
51:17.9,6442.468754,85.89958339,BENIGN
51:17.9,11002.56094,189.6993266,BENIGN
51:18.4,0,1.37875675,BENIGN
51:18.4,431.7866974,71.96444956,BENIGN
51:18.4,0,1.379184031,BENIGN
51:18.4,0,1.378427011,BENIGN
51:18.4,0,1.381069542,BENIGN
51:18.4,0,1.381117418,BENIGN
51:18.4,0,1.381201734,BENIGN
51:18.4,0,1.381268889,BENIGN
51:18.4,0,1.380501956,BENIGN
51:18.4,0,1.381930867,BENIGN
51:18.4,0,1.382191595,BENIGN
51:18.4,429.9380173,71.65633621,BENIGN
51:18.4,0,1.383922146,BENIGN
51:18.4,0,1.384997814,BENIGN
51:18.4,3.434122278,1.335491997,BENIGN
51:18.4,3.434244801,1.335539645,BENIGN
51:18.4,3.434415823,1.335606153,BENIGN
51:18.4,3.434514119,1.33564438,BENIGN
51:18.4,180000,30000,BENIGN
51:18.4,3.460863593,1.345891397,BENIGN
51:18.4,189473.6842,31578.94737,BENIGN
51:18.6,12407.53997,190.8852303,BENIGN
51:18.6,11817.36795,179.0510295,BENIGN
51:18.7,13191.41194,181.9505095,BENIGN
51:18.7,12532.88687,191.3417843,BENIGN
51:18.7,2001.275385,3.883846303,BENIGN
51:18.7,40.83865802,0.494158351,BENIGN
51:18.7,8744.817188,150.7727101,BENIGN
51:19.1,13348.06223,184.1112032,BENIGN
51:19.6,11817.38448,184.6466325,BENIGN
51:19.6,6643.138883,166.0784721,BENIGN
51:19.6,41.28718905,0.501754034,BENIGN
51:19.6,7286.494982,142.8724506,BENIGN
51:19.6,191.6841487,1.613201177,BENIGN
51:19.6,8668.205587,188.4392519,BENIGN
51:19.6,12482.5419,174.5810056,BENIGN
51:19.6,11048.13142,192.1414161,BENIGN
51:19.7,11418.86472,188.7415656,BENIGN
51:19.7,185.4370454,1.022630765,BENIGN
51:19.7,8575.59386,171.5118772,BENIGN
51:19.7,9588.647042,191.7729408,BENIGN
51:19.7,10146.9096,176.4679931,BENIGN
51:19.7,9589.817358,174.3603156,BENIGN
51:19.7,2702.919604,4.12060339,BENIGN
51:19.7,318.3806081,1.095387315,BENIGN
51:19.7,12644.22317,158.0527896,BENIGN
51:19.7,10308.42817,164.9348507,BENIGN
51:19.8,9410.183162,168.038985,BENIGN
51:19.8,10830.47414,165.3507503,BENIGN
51:19.8,68019.79615,191.4805868,BENIGN
51:19.8,7247.367701,136.7427868,BENIGN
51:19.8,8905.512512,178.1102502,BENIGN
51:19.8,812000000,2000000,BENIGN
51:19.8,72000,12000,BENIGN
51:19.8,539.4874869,89.91458115,BENIGN
51:19.8,1536.809437,2.178007706,BENIGN
51:19.8,221.7987849,0.864010849,BENIGN
51:19.9,15489.32176,187.7493546,BENIGN
51:19.9,11582.68515,169.0902942,BENIGN
51:19.9,7307.326356,152.2359657,BENIGN
51:19.9,2061.624276,3.626514131,BENIGN
51:19.9,8767.734736,159.4133588,BENIGN
51:19.9,13286.21908,188.4570082,BENIGN
51:20.1,244.1640348,0.921987693,BENIGN
51:20.2,5526.018336,167.4551011,BENIGN
51:20.2,2176.764435,55.81447269,BENIGN
51:20.2,2342.447858,60.06276559,BENIGN
51:20.2,4983.200574,151.006078,BENIGN
51:20.2,2399.520096,61.52615631,BENIGN
51:20.2,3455.226029,88.59553921,BENIGN
51:20.3,9535.263294,171.8065458,BENIGN
51:20.3,7221.887876,185.1766122,BENIGN
51:20.3,6731.682057,172.6072322,BENIGN
51:20.3,9033.134818,159.8784923,BENIGN
51:20.3,6277.992574,153.1217701,BENIGN
51:20.3,2619.362913,58.20806473,BENIGN
51:20.3,10038.82943,189.4118761,BENIGN
51:20.3,7807.664842,190.4308498,BENIGN
51:20.3,9375.869056,158.9130348,BENIGN
51:20.3,2750.064932,61.11255405,BENIGN
51:20.3,8959.633989,190.6305104,BENIGN
51:20.4,11617.18606,184.3997787,BENIGN
51:20.4,8299.146508,188.6169661,BENIGN
51:20.4,12831.4799,190.0959985,BENIGN
51:20.4,11099.85464,176.188169,BENIGN
51:20.4,9762.050031,174.322322,BENIGN
51:20.4,11206.07787,189.9335233,BENIGN
51:20.4,11768.52152,185.3310476,BENIGN
51:20.4,8233.780555,147.0317956,BENIGN
51:20.4,13229.60824,186.3325104,BENIGN
51:20.4,8476.671494,141.2778582,BENIGN
51:20.4,12993.67413,136.7755172,BENIGN
51:20.4,9887.341351,190.1411798,BENIGN
51:20.5,11383.03927,189.7173212,BENIGN
51:20.5,18056.5455,190.0689,BENIGN
51:20.5,10495.26947,153.2156127,BENIGN
51:20.5,22068.75265,154.3269416,BENIGN
51:23.6,217.8016553,36.30027588,BENIGN
51:23.6,217.8253767,36.30422944,BENIGN
51:23.6,217.8214227,36.30357046,BENIGN
51:23.6,216.5674066,36.09456777,BENIGN
51:23.6,216.6064982,36.10108303,BENIGN
51:23.7,137404.5802,22900.76336,BENIGN
51:23.7,138461.5385,23076.92308,BENIGN
51:23.7,138461.5385,23076.92308,BENIGN
51:23.7,157894.7368,26315.78947,BENIGN
51:23.7,160714.2857,26785.71429,BENIGN
51:27.7,3053.634916,87.24671189,BENIGN
51:27.7,6489.43304,86.52577386,BENIGN
51:27.7,5685.225077,88.83164183,BENIGN
51:27.7,2588.171409,3.526119086,BENIGN
51:27.7,892.0379827,2.16082156,BENIGN
51:27.7,5212.227373,85.44635037,BENIGN
51:27.8,4321.576104,84.73678636,BENIGN
51:27.8,4444.729363,85.47556467,BENIGN
51:27.8,4290.671995,84.13082343,BENIGN
51:27.8,4843.129341,84.96718143,BENIGN
51:27.8,5030.464667,86.73214944,BENIGN
51:27.8,4895.540335,85.88667254,BENIGN
51:27.8,5766.373173,88.71343343,BENIGN
51:27.8,5629.477994,85.29512112,BENIGN
51:27.9,1792.826134,51.22360384,BENIGN
51:27.9,4943.185466,64.19721384,BENIGN
51:28.0,105128.0319,326.5545121,BENIGN
51:28.0,83.79224472,0.418363561,BENIGN
51:28.0,101311.1365,282.9008215,BENIGN
51:28.0,3491.485805,59.1777255,BENIGN
51:28.0,3489.932886,89.48545861,BENIGN
51:28.0,3389.683195,86.91495372,BENIGN
51:28.1,3384.829023,86.79048776,BENIGN
51:28.1,2095.422308,53.72877713,BENIGN
51:28.1,8107.170727,86.70770832,BENIGN
51:28.1,3721.761137,223.3056682,BENIGN
51:28.1,37000000,2000000,BENIGN
51:28.1,672.3944714,112.0657452,BENIGN
51:28.1,2806.929998,62.37622218,BENIGN
51:28.1,8364.094139,85.34789937,BENIGN
51:28.1,3190.738388,56.4732458,BENIGN
51:28.2,6031.675548,74.00828893,BENIGN
51:28.2,454.0291847,5.765449965,BENIGN
51:28.2,3879.799422,73.20376267,BENIGN
51:28.2,4706.687775,85.57614137,BENIGN
51:28.2,5211.774205,73.4052705,BENIGN
51:28.3,3550.899931,88.77249828,BENIGN
51:28.3,36095.79356,113.5802189,BENIGN
51:28.3,0,1.361451482,BENIGN
51:28.3,0,1.361606641,BENIGN
51:28.3,0,1.360985288,BENIGN
51:28.3,0,1.361779639,BENIGN
51:28.3,23892.52501,25.07237835,BENIGN
51:28.3,4296.533644,72.82260414,BENIGN
51:28.3,3821.457931,88.87111467,BENIGN
51:28.3,0,0.837558701,BENIGN
51:28.3,0,1.366365492,BENIGN
51:28.3,6221.187844,89.51349416,BENIGN
51:28.3,109666.4238,131.5945732,BENIGN
51:28.3,119.6550487,0.765313159,BENIGN
51:28.3,122.3173087,0.765315044,BENIGN
51:28.3,3765.406423,87.56759123,BENIGN
51:28.3,4780.218586,86.91306521,BENIGN
51:28.3,5941.580389,71.15665137,BENIGN
51:28.3,3.127859602,1.216389845,BENIGN
51:28.4,3562.599971,72.70612186,BENIGN
51:28.4,4784.480884,86.99056152,BENIGN
51:28.4,5573.651828,72.38508867,BENIGN
51:28.4,4700.313902,65.73865597,BENIGN
51:28.4,5859.765973,72.79212389,BENIGN
51:28.4,412137.3864,292.9115407,BENIGN
51:28.4,0,0.837565365,BENIGN
51:28.4,0,0.837578928,BENIGN
51:28.4,11519.11025,88.26904405,BENIGN
51:28.5,5431.437158,72.41916211,BENIGN
51:28.5,3456.395412,86.40988529,BENIGN
51:28.5,10516.39901,87.63665841,BENIGN
51:28.5,4019.837022,87.38776134,BENIGN
51:28.5,6406.764148,87.16685916,BENIGN
51:28.5,8537.17875,88.46817357,BENIGN
51:28.6,3.272766546,1.272742546,BENIGN
51:28.6,431.2358501,71.87264168,BENIGN
51:28.6,106.7683974,0.600593685,BENIGN
51:28.6,101.157711,0.617757014,BENIGN
51:28.7,181818.1818,30303.0303,BENIGN
51:28.8,136.3663138,0.895035868,BENIGN
51:28.8,6323.455659,87.22007806,BENIGN
51:28.8,5748.639635,87.76549061,BENIGN
51:28.8,5776.141449,88.18536564,BENIGN
51:28.8,6425.168938,88.62301983,BENIGN
51:28.8,1210.339567,2.47546031,BENIGN
51:28.8,41.52592217,0.409122386,BENIGN
51:28.8,4942.479761,85.2151683,BENIGN
51:28.8,5634.287435,86.01965549,BENIGN
51:28.9,4998.707231,86.18460743,BENIGN
51:28.9,5662.464057,88.47600088,BENIGN
51:29.3,3522.987493,88.07468733,BENIGN
51:29.3,3532.710693,88.31776733,BENIGN
51:29.4,3391.411251,84.78528128,BENIGN
51:29.4,67.3921897,0.650635978,BENIGN
51:29.4,3985.271822,86.63634395,BENIGN
51:29.5,0,0.837561331,BENIGN
51:29.6,83.66383162,0.480235196,BENIGN
51:29.6,5199.2329,85.23332623,BENIGN
51:29.6,28.66789431,0.411747135,BENIGN
51:29.6,5673.51864,84.67938269,BENIGN
51:29.8,4928.059137,88.00105601,BENIGN
51:29.8,4769.509209,85.1698073,BENIGN
51:29.8,5744.354308,87.70006578,BENIGN
51:29.8,4160.945367,83.21890734,BENIGN
51:29.8,22.82459357,0.340919994,BENIGN
51:29.8,4869.141814,86.94896096,BENIGN
51:29.9,61696.6581,10282.77635,BENIGN
51:29.9,629.5026929,104.9171155,BENIGN
51:29.9,5560.625677,84.8950485,BENIGN
51:29.9,4725.339634,84.38106489,BENIGN
51:29.9,110.761767,0.571376531,BENIGN
51:29.9,5608.23683,85.62193634,BENIGN
51:30.1,3339.49126,71.05300554,BENIGN
51:30.1,2906.080754,88.06305315,BENIGN
51:30.1,4025.584828,89.45744062,BENIGN
51:30.1,64690.02695,10781.67116,BENIGN
51:30.1,632.4666198,105.4111033,BENIGN
51:30.2,3957.435582,87.94301293,BENIGN
51:30.2,2956.062167,89.57764142,BENIGN
51:30.2,3333.806214,70.9320471,BENIGN
51:30.2,3438.698585,88.17175859,BENIGN
51:30.2,4997.501249,71.39287499,BENIGN
51:30.2,3515.255307,90.13475145,BENIGN
51:34.1,451.059991,75.17666516,BENIGN
51:34.1,217.8214227,36.30357046,BENIGN
51:34.1,75949.36709,12658.22785,BENIGN
51:34.1,111801.2422,18633.54037,BENIGN
51:40.1,51.66608083,0.726412384,BENIGN
51:43.3,76433.12102,12738.8535,BENIGN
51:43.3,328.4132168,54.73553613,BENIGN
51:43.4,139534.8837,23255.81395,BENIGN
51:43.4,327.2786778,54.5464463,BENIGN
51:43.5,89887.64045,14981.27341,BENIGN
51:43.5,328.4671533,54.74452555,BENIGN
51:56.3,8.172554477,0.419105358,BENIGN
51:58.4,96774.19355,16129.03226,BENIGN
51:58.4,55299.53917,9216.589862,BENIGN
51:58.4,681.9731757,113.662196,BENIGN
51:58.4,677.9150346,112.9858391,BENIGN
52:02.9,0,0.120180233,BENIGN
52:03.8,46.8008134,0.156002711,BENIGN
52:11.6,579710.1449,18115.94203,BENIGN
52:11.6,293.1476731,48.85794552,BENIGN
52:11.7,86538.46154,14423.07692,BENIGN
52:51.6,0,0.346247602,BENIGN
52:59.6,0,0.452611718,BENIGN
53:09.3,758620.6897,24630.54187,BENIGN
53:09.3,0,98.92419933,BENIGN
53:09.3,0,27777.77778,BENIGN
53:20.0,59000000,500000,BENIGN
53:59.4,0,0.666887629,BENIGN
54:04.0,6312.820398,89.54355174,BENIGN
54:04.6,33.04761977,0.110158733,BENIGN
54:08.9,0,0.071752732,BENIGN
54:18.0,2056.132415,58.74664043,BENIGN
54:18.0,20123.90337,166.313251,BENIGN
54:18.0,9762.255418,168.3147486,BENIGN
54:18.0,26.35603382,0.562697692,BENIGN
54:18.0,10937.35009,191.8833349,BENIGN
54:18.0,3084.719621,88.13484631,BENIGN
54:18.1,12545.23522,193.0036188,BENIGN
54:18.1,4909.772169,86.13635385,BENIGN
54:18.1,11775.72595,178.4200901,BENIGN
54:18.1,5407.991347,83.19986688,BENIGN
54:18.1,11679.67067,191.470011,BENIGN
54:18.1,62657.78335,79.7221115,BENIGN
54:18.1,1512.844928,17.10503059,BENIGN
54:18.1,10261.67265,186.5758664,BENIGN
54:18.1,6587.925274,188.2264364,BENIGN
54:18.1,9660.463134,189.4208458,BENIGN
54:18.1,12310.51906,183.7390905,BENIGN
54:18.1,3043.081337,86.94518106,BENIGN
54:18.1,11037.95507,193.6483346,BENIGN
54:18.1,4735.484327,70.67887055,BENIGN
54:18.1,4844.364177,84.98884521,BENIGN
54:18.1,488636.3636,15151.51515,BENIGN
54:18.1,18500000,1000000,BENIGN
54:18.2,62717.77003,10452.96167,BENIGN
54:18.2,112500,18750,BENIGN
54:18.3,13367.70744,190.9672491,BENIGN
54:18.3,9361.10461,187.2220922,BENIGN
54:18.3,23157.89474,191.3875598,BENIGN
54:18.3,4419.205869,88.38411737,BENIGN
54:18.3,16353.78363,193.5359009,BENIGN
54:18.3,151.6921222,0.899813063,BENIGN
54:18.3,21980.14075,192.8082522,BENIGN
54:18.3,19669.60493,63.87531538,BENIGN
54:18.3,9879.324913,86.66074485,BENIGN
54:18.3,15885.48486,174.5657677,BENIGN
54:18.5,11234.88527,190.4217843,BENIGN
54:18.5,4249.113268,72.01886894,BENIGN
54:18.5,22.81114469,0.511732904,BENIGN
54:18.5,22.81116546,0.51173337,BENIGN
54:18.5,8029.19708,182.4817518,BENIGN
54:18.6,13537.68796,193.3955422,BENIGN
54:18.6,5163.860354,73.76943364,BENIGN
54:18.6,417.7254847,69.62091412,BENIGN
54:18.6,0,1.381972309,BENIGN
54:18.6,0,1.381988543,BENIGN
54:18.6,0,1.382001722,BENIGN
54:18.6,0,1.382034573,BENIGN
54:18.6,428.4260697,71.40434495,BENIGN
54:18.6,0,1.382115945,BENIGN
54:18.6,0,1.382148993,BENIGN
54:18.6,0,1.382159691,BENIGN
54:18.6,0,1.383046669,BENIGN
54:18.6,0,1.383063502,BENIGN
54:18.6,0,1.383266296,BENIGN
54:18.6,0,1.383302652,BENIGN
54:18.6,0,1.383300547,BENIGN
54:18.6,0,1.383323701,BENIGN
54:18.6,0,1.383338436,BENIGN
54:18.6,0,1.384453063,BENIGN
54:18.6,4520.865335,46.23612274,BENIGN
54:18.6,4892.870598,44.03583538,BENIGN
54:18.6,3.486049411,1.355685882,BENIGN
54:18.6,0,0.836751346,BENIGN
54:18.7,95238.09524,15873.01587,BENIGN
54:18.7,281250,46875,BENIGN
54:18.8,427.2743457,71.21239096,BENIGN
54:18.8,0,0.836743353,BENIGN
54:18.8,0,0.836751288,BENIGN
54:18.8,427.7769856,71.29616427,BENIGN
54:18.8,3.020275614,1.174551628,BENIGN
54:18.9,136363.6364,22727.27273,BENIGN
54:18.9,148760.3306,24793.38843,BENIGN
54:19.0,22335.08284,73.818716,BENIGN
54:19.0,115.061931,0.621593145,BENIGN
54:19.1,9090.530003,166.7987156,BENIGN
54:19.1,60.45387184,0.625443969,BENIGN
54:19.1,60.45394539,0.62544473,BENIGN
54:19.1,6477.854776,150.6477855,BENIGN
54:19.2,97285.06787,3016.591252,BENIGN
54:19.2,231182.7957,7168.458781,BENIGN
54:19.2,575892.8571,17857.14286,BENIGN
54:19.2,37000000,2000000,BENIGN
54:19.2,37000000,2000000,BENIGN
54:19.2,37000000,2000000,BENIGN
54:19.2,8553.722615,174.5657677,BENIGN
54:19.2,4000000,666666.6667,BENIGN
54:19.2,4000000,666666.6667,BENIGN
54:19.2,6000000,1000000,BENIGN
54:19.2,6000000,1000000,BENIGN
54:19.2,6000000,1000000,BENIGN
54:19.2,12000000,2000000,BENIGN
54:19.2,2313.175377,4.079630244,BENIGN
54:19.2,20175.37471,75.52279305,BENIGN
54:19.2,13151.92744,181.4058957,BENIGN
54:19.2,20230.24083,76.02291548,BENIGN
54:19.2,18920.41586,71.13893434,BENIGN
54:19.2,482.6432305,1.026864674,BENIGN
54:19.2,14028.34382,48.45404672,BENIGN
54:19.2,9733.585064,167.8204321,BENIGN
54:19.3,21662.99169,81.45075429,BENIGN
54:19.3,12069.77841,188.5902876,BENIGN
54:19.3,60.54313369,0.626367455,BENIGN
54:19.3,60.02935109,0.62105196,BENIGN
54:19.3,40.87059342,0.575037749,BENIGN
54:19.4,37000000,2000000,BENIGN
54:19.4,47667.20647,172.8232274,BENIGN
54:19.4,18955.43456,1008.267796,BENIGN
54:19.6,2422.715379,145.3629228,BENIGN
54:19.6,37000000,2000000,BENIGN
54:19.6,37000000,2000000,BENIGN
54:19.6,37000000,2000000,BENIGN
54:19.6,16400000,600000,BENIGN
54:19.6,93264.2487,15544.04145,BENIGN
54:19.6,336917.5627,17921.14695,BENIGN
54:19.6,37000000,2000000,BENIGN
54:19.6,209354.1203,11135.85746,BENIGN
54:19.7,20500000,750000,BENIGN
54:19.7,117647.0588,19607.84314,BENIGN
54:19.8,37000000,2000000,BENIGN
54:19.8,206140.3509,10964.91228,BENIGN
54:20.2,254437.8698,7889.546351,BENIGN
54:20.2,191964.2857,5952.380952,BENIGN
54:20.2,83333.33333,2583.979328,BENIGN
54:20.2,159259.2593,4938.271605,BENIGN
54:20.2,205087.4404,6359.300477,BENIGN
54:20.2,37000000,2000000,BENIGN
54:20.2,37000000,2000000,BENIGN
54:20.2,37000000,2000000,BENIGN
54:20.2,37000000,2000000,BENIGN
54:20.2,37000000,2000000,BENIGN
54:20.2,6000000,1000000,BENIGN
54:20.2,4000000,666666.6667,BENIGN
54:20.2,4000000,666666.6667,BENIGN
54:20.2,12000000,2000000,BENIGN
54:20.2,6000000,1000000,BENIGN
54:20.2,12000000,2000000,BENIGN
54:20.2,4000000,666666.6667,BENIGN
54:20.2,4000000,666666.6667,BENIGN
54:20.2,4000000,666666.6667,BENIGN
54:20.2,6000000,1000000,BENIGN
54:20.4,65.64228396,0.407821593,BENIGN
54:20.4,11582.39476,159.7571691,BENIGN
54:20.4,9062.363369,158.988831,BENIGN
54:20.4,7675.701607,191.8925402,BENIGN
54:20.4,81.35783179,0.407893872,BENIGN
54:20.4,11096.76185,191.3234802,BENIGN
54:20.4,103.9341904,0.577884297,BENIGN
54:20.4,7603.478591,190.0869648,BENIGN
54:20.4,8734.868265,189.8884405,BENIGN
54:20.4,22202.3227,83.08561511,BENIGN
54:20.4,12321.25191,179.8722907,BENIGN
54:20.4,22331.96074,86.6899904,BENIGN
54:20.4,9184.672137,150.5683957,BENIGN
54:20.4,22070.05015,85.67328493,BENIGN
54:20.5,74.59047876,0.425162328,BENIGN
54:20.5,11893.66707,177.5174189,BENIGN
54:20.5,12726.94909,177.999288,BENIGN
54:20.5,120.8839418,0.884475161,BENIGN
54:20.5,33157.88264,124.117958,BENIGN
54:20.5,9667.907381,193.3581476,BENIGN
54:20.5,34755.39219,130.6067617,BENIGN
54:20.5,34525.34236,129.2366898,BENIGN
54:20.5,28611.68484,128.0881246,BENIGN
54:20.5,155.0181545,0.702459889,BENIGN
54:20.5,36486.4137,137.1117412,BENIGN
54:20.6,155.0474122,0.719940431,BENIGN
54:20.6,40629.92469,147.2296291,BENIGN
54:20.6,155.1337826,0.72034148,BENIGN
54:20.6,50281.81849,189.0040163,BENIGN
54:20.7,37000000,2000000,BENIGN
54:20.7,14939.15233,167.8556441,BENIGN
54:20.7,37000000,2000000,BENIGN
54:20.7,37000000,2000000,BENIGN
54:20.7,24.2713245,0.512529759,BENIGN
54:20.7,24.27120305,0.512527194,BENIGN
54:20.7,10284.24511,190.4489835,BENIGN
54:20.7,37000000,2000000,BENIGN
54:20.7,37000000,2000000,BENIGN
54:20.8,37000000,2000000,BENIGN
54:20.8,24.2739966,0.512586185,BENIGN
54:20.8,27333333.33,1000000,BENIGN
54:20.8,113207.5472,18867.92453,BENIGN
54:20.8,12783.88456,193.6952206,BENIGN
54:20.8,20500000,750000,BENIGN
54:20.8,109756.0976,18292.68293,BENIGN
54:20.8,41000000,1500000,BENIGN
54:20.8,102857.1429,17142.85714,BENIGN
54:20.8,37000000,2000000,BENIGN
54:20.8,37000000,2000000,BENIGN
54:20.8,255434.7826,13586.95652,BENIGN
54:20.8,20500000,750000,BENIGN
54:20.8,153846.1538,25641.02564,BENIGN
54:20.8,288.8156153,48.13593588,BENIGN
54:20.8,20500000,750000,BENIGN
54:20.8,110429.4479,18404.90798,BENIGN
54:20.8,333333.3333,17730.49645,BENIGN
54:20.8,190669.3712,10141.98783,BENIGN
54:20.8,252010.7239,13404.82574,BENIGN
54:20.8,202247.191,33707.86517,BENIGN
54:20.9,6247.92919,189.3311876,BENIGN
54:20.9,7228.545063,153.7988311,BENIGN
54:20.9,5852.360896,177.3442696,BENIGN
54:20.9,8188.509953,174.223616,BENIGN
54:21.0,10154.12511,145.0589302,BENIGN
54:21.2,380530.9735,11799.41003,BENIGN
54:21.2,288590.604,8948.545861,BENIGN
54:21.2,4500000,750000,BENIGN
54:21.2,94240.8377,15706.80628,BENIGN
54:21.2,4000000,666666.6667,BENIGN
54:21.2,4000000,666666.6667,BENIGN
54:23.8,218.4797451,36.41329085,BENIGN
54:23.8,122448.9796,20408.16327,BENIGN
54:24.8,294.6954813,49.11591356,BENIGN
54:24.8,88235.29412,14705.88235,BENIGN
54:29.0,25.09910475,0.620133927,BENIGN
54:44.9,4476.634922,84.46480985,BENIGN
54:45.0,116.2256082,0.613867649,BENIGN
54:45.0,3988.561108,75.25586996,BENIGN
54:45.0,5062.965267,85.81297063,BENIGN
54:45.1,4645.513244,85.23877512,BENIGN
54:45.1,33.34232696,0.543343662,BENIGN
54:45.1,3667.142827,85.28239132,BENIGN
54:45.2,4212.336127,85.96604341,BENIGN
54:53.8,0,0.34450347,BENIGN
55:03.7,0,0.455270688,BENIGN
55:18.0,22905.82111,189.3043067,BENIGN
55:18.0,8344.108267,68.95957245,BENIGN
55:18.0,10627.50592,193.2273803,BENIGN
55:18.0,12897.01636,192.4927815,BENIGN
55:18.0,4707.039483,70.25432064,BENIGN
55:19.4,131.0243924,21.83739873,BENIGN
55:19.5,96774.19355,16129.03226,BENIGN
55:30.1,6185.111553,88.35873647,BENIGN
55:30.2,4307.281459,86.14562919,BENIGN
56:04.8,1590.896536,66.28735569,BENIGN
56:13.8,426.5150169,71.08583615,BENIGN
56:13.8,426.5908283,71.09847138,BENIGN
56:13.9,101123.5955,16853.93258,BENIGN
56:13.9,101694.9153,16949.15254,BENIGN
56:15.9,574.7676981,95.79461634,BENIGN
56:15.9,574.9329245,95.82215408,BENIGN
56:15.9,37000000,2000000,BENIGN
56:15.9,292.4475422,48.74125704,BENIGN
56:15.9,290.0722763,48.34537939,BENIGN
56:15.9,292.4689252,48.74482086,BENIGN
56:15.9,293.1691586,48.86152643,BENIGN
56:15.9,37000000,2000000,BENIGN
56:15.9,576.6181346,96.10302244,BENIGN
56:15.9,37000000,2000000,BENIGN
56:15.9,73770.4918,12295.08197,BENIGN
56:15.9,73469.38776,12244.89796,BENIGN
56:15.9,82949.30876,13824.88479,BENIGN
56:15.9,6000000,1000000,BENIGN
56:15.9,48.04843282,8.008072137,BENIGN
56:15.9,4500000,750000,BENIGN
56:15.9,48.05507111,8.009178519,BENIGN
56:15.9,4500000,750000,BENIGN
56:15.9,48.09378288,8.015630479,BENIGN
56:15.9,103448.2759,17241.37931,BENIGN
56:15.9,103448.2759,17241.37931,BENIGN
56:15.9,103448.2759,17241.37931,BENIGN
56:15.9,123287.6712,20547.94521,BENIGN
56:16.4,111111.1111,18518.51852,BENIGN
56:16.4,97297.2973,16216.21622,BENIGN
56:16.4,97826.08696,16304.34783,BENIGN
56:16.9,291.658565,48.60976084,BENIGN
56:16.9,94736.84211,15789.47368,BENIGN
56:18.2,1.40132072,0.449141256,BENIGN
56:29.0,6.419884975,0.232799176,BENIGN
56:33.9,0,0.05555306,BENIGN
56:41.1,452.2840344,75.3806724,BENIGN
